;X;Unnamed..0;StartDate;EndDate;Status;Progress;Duration..in.seconds.;Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent_q;google.acct;att_1;att_2;entertain_predict_3;lonely_predict_3;novel_predict_3;engage_predict_3;comfort_predict_3;interest_predict_3;connect_predict_3;entertain_predict_3.1;lonely_predict_3.1;novel_predict_3.1;engage_predict_3.1;comfort_predict_3.1;interest_predict_3.1;connect_predict_3.1;lonely_1_3;lonely_2_3;lonely_3_3;lonely_4_3;mturk_id;completion_code;timer_First.Click;timer_Last.Click;timer_Page.Submit;timer_Click.Count;screenshot_Id;screenshot_Name;screenshot_Size;screenshot_Type;noInteraction_timer_First.Click;noInteraction_timer_Last.Click;noInteraction_timer_Page.Submit;noInteraction_timer_Click.Count;entertain_exp_3;lonely_exp_3;novel_exp_3;engage_exp_3;comfor_exp_3;interest_exp_3;connect_exp_3;entertain_exp_3.1;lonely_exp_3.1;novel_exp_3.1;engage_exp_3.1;comfort_exp_3;interest_exp_3.1;connected_exp_3;lonely_1_after_3;lonely_2_after_3;lonely_3_after_3;lonely_4_after_3;comp_1;comp_2;able_nothing;able_nothing_explain;believe_q;explain;ai_attitude_1_6;ai_attitude_2_1;ai_attitude_3_1;ai_attitude_4_1;ai_attitude_5_1;ai_attitude_6_1;ai_attitude_7_1;ai_attitude_8_1;ai_attitude_9_1;ai_attitude_10_1;ai_attitude_11_1;ai_attitude_12_1;ai_attitude_13_1;ai_attitude_14_1;ai_attitude_15_1;ai_attitude_16_1;chatbot;chatbot_exp;gender;gender_4_TEXT;ethnicity;ethnicity_6_TEXT;age;edu;edu_8_TEXT;workerId;condition_2;condition
562;561;561;2023-04-06 16:05:15;2023-04-06 16:24:31;0;100;1156;1;2023-04-06 16:24:32;R_0IB60d1L14ybysF;anonymous;EN;1;1;2;2;;;;;;;;74;50;80;72;50;72;50;50;21;28;25;562;2549-8824-0414-6077;;;;;;;;;;;;;;;;;;;;12;67;17;31;50;24;12;50;51;50;50;3;1;;;2;They were repetitive;55;54;61;68;62;12;66;29;69;58;62;79;33;80;73;37;2;;1;;2;;29;4;;562;0;conversational AI companion
563;562;562;2023-04-06 15:51:23;2023-04-06 16:25:01;0;100;2017;1;2023-04-06 16:25:01;R_2lE77UuVjLW1aGR;anonymous;EN;1;1;2;2;5;50;30;45;20;10;40;;;;;;;;0;0;20;0;563;;;;;;;;;;756;11.987;913.67;2;20;50;15;40;30;10;40;;;;;;;;0;0;9;0;3;1;1;Not much to explain - I was able to sit and do nothing for 15 minutes.;;;;;;;;;;;;;;;;;;;1;I have encountered them many times when I go to customer service for a product/service.;1;;3;;25;3;;563;0;nothing
564;563;563;2023-04-06 16:06:44;2023-04-06 16:27:33;0;100;1248;1;2023-04-06 16:27:36;R_12g5PiOvZNczAob;anonymous;EN;1;1;2;2;;;;;;;;82;31;64;75;63;63;50;22;16;20;15;564;;162.104;162.104;927.312;1;F_2aFzastKOZRufmt;Screen Shot 2023-04-06 at 6.25.27 PM.png;1216367;image/png;;;;;;;;;;;;75;50;72;71;73;89;50;27;35;38;39;1;1;;;;;;;;;;;;;;;;;;;;;1;I used a chatbot to help me with an order problem.;1;;3;;28;4;;564;0;youtube
565;564;564;2023-04-06 15:51:29;2023-04-06 16:27:47;0;100;2177;1;2023-04-06 16:27:50;R_8uIigPYCcGfF68h;anonymous;EN;1;1;2;2;;;;;;;;81;28;76;77;81;79;50;100;0;0;100;565;;20.426;74.708;1285.483;4;F_33rpwWvHMsCOgz0;Screenshot 2023-04-06 at 6.14.11 PM 2.png;472488;image/png;;;;;;;;;;;;100;49;94;100;100;100;50;50;51;50;50;3;1;;;;;;;;;;;;;;;;;;;;;1;chaTGPT;2;;3;;44;1;;565;0;youtube
566;565;565;2023-04-06 15:58:22;2023-04-06 16:27:50;0;100;1767;1;2023-04-06 16:27:50;R_1IWzhYUDgUKaPHa;anonymous;EN;1;1;2;2;;;;;;;;100;10;98;90;85;100;91;5;0;0;5;566;8764-8553-8536-2015;;;;;;;;;;;;;;;;;;;;100;0;93;100;100;100;100;0;0;0;0;2;1;;;1;I knew that I would interact with a chatbot, but I was surprised because he reacted like a person.;100;100;100;100;0;100;1;100;3;0;0;5;100;0;0;100;1;I interacted with a chatbot from the reception of a hotel.;1;;3;;69;4;;566;0;conversational AI companion
567;566;566;2023-04-06 15:58:15;2023-04-06 16:28:00;0;100;1785;1;2023-04-06 16:28:01;R_3D6nSUH1cpoUxQR;anonymous;EN;1;1;2;2;;;;;;;;76;11;89;34;74;89;94;23;8;18;6;567;7586-7047-6480-0217;;;;;;;;;;;;;;;;;;;;74;1;90;91;100;100;91;10;12;3;6;2;1;;;1;the interaction felt more emotional as the person felt what i was going through;83;95;91;97;77;94;51;89;49;55;31;36;79;16;34;64;1;I chat with bot like on amazon;2;;3;;37;4;;567;ai;another person
568;567;567;2023-04-06 16:09:37;2023-04-06 16:28:04;0;100;1106;1;2023-04-06 16:28:04;R_2DSqkFntfUn55av;anonymous;EN;1;1;2;2;17;68;75;85;22;64;26;;;;;;;;39;38;23;30;568;;;;;;;;;;16.769;17.343;919.609;2;3;50;29;19;9;14;12;;;;;;;;28;18;18;27;2;1;1;I just sat here and lost myself in thought.;;;;;;;;;;;;;;;;;;;1;I have played around with Chatgpt.;1;;3;;39;4;;568;0;nothing
569;568;568;2023-04-06 15:53:49;2023-04-06 16:28:27;0;100;2078;1;2023-04-06 16:28:28;R_22l8bwiUXdkQSJ4;anonymous;EN;1;1;2;2;;;;;;;;76;75;82;70;74;80;78;83;79;69;80;569;2646-3975-3332-5396;;;;;;;;;;;;;;;;;;;;69;55;75;71;72;81;82;77;86;70;79;1;1;;;2;Responses were really quick.;79;70;84;75;82;75;87;65;75;62;71;81;70;86;68;77;1;I was told to ask questions;2;;1;;37;1;;569;0;conversational AI companion
570;569;569;2023-04-06 16:09:48;2023-04-06 16:29:07;0;100;1159;1;2023-04-06 16:29:08;R_1jfHFycMdRHMJbi;anonymous;EN;1;1;2;2;68;33;65;70;71;81;66;;;;;;;;52;53;52;41;570;;;;;;;;;;0;0;913.422;0;51;48;53;53;55;52;52;;;;;;;;54;52;40;36;2;1;1;I sat and looked out the window for 15 minutes. I also closed my eyes and meditated for a few minutes.;;;;;;;;;;;;;;;;;;;1;Many sites online have these. I am online a lot.;1;;3;;57;2;;570;0;nothing
571;570;570;2023-04-06 16:04:38;2023-04-06 16:30:07;0;100;1529;1;2023-04-06 16:30:07;R_3qy4aJP2IacaUPw;anonymous;EN;1;1;2;2;;;;;;;;60;50;70;60;51;70;50;0;0;3;1;571;5387-4663-2642-2343;;;;;;;;;;;;;;;;;;;;61;45;65;61;55;65;55;0;0;3;2;2;1;;;1;They had sort of responses that were kind of almost too good? Like they were competent, appropriate answers that didn't seem perfunctory, so either it's a very skilled chat bot or a person?;70;70;80;85;60;70;40;85;71;30;40;40;70;35;40;45;1;I've interacted with like customer service chat bots and stuff online.;1;;3;;30;4;;571;0;conversational AI companion
572;571;571;2023-04-06 16:08:09;2023-04-06 16:30:38;0;100;1349;1;2023-04-06 16:30:39;R_xy0jaSpBOaBamuB;anonymous;EN;1;1;2;2;;;;;;;;59;33;71;72;66;60;72;4;1;1;3;572;1922-9407-1316-0179;;;;;;;;;;;;;;;;;;;;70;24;68;64;56;57;63;2;1;2;1;3;1;;;2;The responses were very quick, and there was one or two occasions where the AI slipped up a bit.;61;64;65;59;68;66;15;80;11;63;9;9;36;20;54;70;1;There have been a few crude chatbots that are several years old which I have typed to a few times. Can't remember what the names were.;1;;3;;35;3;;572;ai;another person
573;572;572;2023-04-06 16:16:09;2023-04-06 16:32:41;0;100;992;1;2023-04-06 16:32:42;R_2TLUrlGGSJEDEAP;anonymous;EN;1;1;2;2;57;56;59;57;57;46;41;;;;;;;;54;58;55;52;573;;;;;;;;;;3.647;901.236;909.849;4;55;77;46;45;55;54;42;;;;;;;;41;59;62;60;1;1;1;I did nothing.;;;;;;;;;;;;;;;;;;;1;ChatGPT;1;;3;;33;4;;573;0;nothing
574;573;573;2023-04-06 15:57:20;2023-04-06 16:32:58;0;100;2137;1;2023-04-06 16:32:58;R_1IvdZQPaXxoSgJS;anonymous;EN;1;1;2;2;;;;;;;;87;23;92;90;69;86;83;77;66;77;87;574;0819-1618-2230-1882;;;;;;;;;;;;;;;;;;;;88;18;76;88;90;84;78;16;38;20;24;2;1;;;1;They seemed to understand unique aspects and when to laugh so i thought they were human. ;85;95;82;85;16;83;14;84;12;4;0;8;83;6;14;42;2;;2;;3;;28;4;;574;ai;another person
575;574;574;2023-04-06 16:12:33;2023-04-06 16:33:01;0;100;1228;1;2023-04-06 16:33:01;R_2WG7cvV6kVWsWip;anonymous;EN;1;1;2;2;20;75;5;20;55;10;15;;;;;;;;10;5;10;6;575;;;;;;;;;;17.938;20.274;920.99;3;15;80;30;10;66;24;20;;;;;;;;15;12;65;56;2;1;1;I sat doing nothing for 15 minutes, just thinking.;;;;;;;;;;;;;;;;;;;1;I have used chatbots for customer service interactions.;1;;5;;45;4;;575;0;nothing
576;575;575;2023-04-06 16:01:29;2023-04-06 16:35:02;0;100;2012;1;2023-04-06 16:35:04;R_2dyaql6EfMdGmDc;anonymous;EN;1;1;2;2;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;576;;23.708;232.163;554.382;2;F_31oBoURokoR57Qp;Screenshot 2023-04-06 182848.jpg;52266;image/jpeg;;;;;;;;;;;;100;0;100;100;100;100;100;0;0;0;0;1;1;;;;;;;;;;;;;;;;;;;;;1;I interacted with a chatbot on a shopping website. The chatbot helped me to find the right products that fits with my budget.;2;;3;;32;5;;576;0;youtube
577;576;576;2023-04-06 16:11:59;2023-04-06 16:35:43;0;100;1423;1;2023-04-06 16:35:43;R_WBW3O7dD2xMHV4t;anonymous;EN;1;1;2;2;;;;;;;;91;9;80;96;60;71;87;100;78;100;82;577;8530-5239-4191-7671;;;;;;;;;;;;;;;;;;;;100;0;98;100;100;100;100;24;25;33;7;3;1;;;1;The responses aligned with what I was talking about so I felt it was a person.  The responses were on target.  Hopefully otherwise it's spooky if it was a bot.  ;8;0;21;60;94;14;47;19;88;63;99;6;8;95;94;19;1;When I need help on a website, there is a bot to help me guide through the steps or to guide me before they connect me to an agent.  I usually find them unhelpful and end up saying agent so I can get connected with a human.;2;;3;;58;3;;577;ai;another person
578;577;577;2023-04-06 16:09:38;2023-04-06 16:37:24;0;100;1666;1;2023-04-06 16:37:25;R_2E5IjtN2mqnvigt;anonymous;EN;1;1;2;2;;;;;;;;73;81;84;71;78;79;83;36;34;29;34;578;9117-3512-4939-7467;;;;;;;;;;;;;;;;;;;;77;82;67;81;72;82;73;72;84;52;75;3;1;;;1;they were humane and expressed emotional balance.;72;83;73;77;37;69;78;75;52;48;41;67;73;40;64;73;1;In websites while making inquiries. ;1;;1;;25;4;;578;0;conversational AI companion
579;578;578;2023-04-06 16:13:13;2023-04-06 16:39:00;0;100;1546;1;2023-04-06 16:39:01;R_1Kj3ROtQZU7EvPr;anonymous;EN;1;1;2;2;;;;;;;;69;23;71;70;50;67;73;13;16;11;17;579;2378-5956-2279-3359;;;;;;;;;;;;;;;;;;;;60;18;50;61;50;50;63;17;18;13;14;3;1;;;2;The responses were very basic and generic. The other person, seemed very robotic. They had almost no opinions. They only talked about me and the subjects I brought up. They were unnaturally agreeable if that makes sense. ;69;74;74;74;53;71;50;91;18;14;11;12;64;21;20;50;1;I have used chatbots for customer service interactions. I used ChatGPT once to see how it worked. I also once used a chatbot program that creates art when you voice what you want, but I do not recall what the name was. Other than that mostly only things like Alexa, Google, and similar. ;2;;3;;29;4;;579;ai;another person
580;579;579;2023-04-06 16:17:40;2023-04-06 16:39:02;0;100;1281;1;2023-04-06 16:39:02;R_1M0WCZ1HXOUjFUr;anonymous;EN;1;1;2;2;70;70;65;75;40;60;60;;;;;;;;80;75;70;35;580;;;;;;;;;;6.421;924.758;955.336;9;30;35;45;60;70;55;30;;;;;;;;40;35;40;30;1;1;1;Because I was curious how I would feel if I followed the instructions myself honestly.;;;;;;;;;;;;;;;;;;;1;In customer service, or other applications;1;;4;;24;3;;580;0;nothing
581;580;580;2023-04-06 16:15:35;2023-04-06 16:39:29;0;100;1433;1;2023-04-06 16:39:29;R_3O9pmXieAvLxho2;anonymous;EN;1;1;2;2;;;;;;;;80;61;80;70;60;70;63;100;71;80;80;581;1409-2454-8525-4833;;;;;;;;;;;;;;;;;;;;90;30;90;80;80;90;75;80;70;70;80;3;1;;;2;Because I knew that to begin with.  ;85;65;80;93;40;90;30;90;60;25;25;15;75;40;20;70;2;;2;;3;;62;1;;581;0;conversational AI companion
582;581;581;2023-04-06 16:20:22;2023-04-06 16:42:26;0;100;1324;1;2023-04-06 16:42:27;R_3h4HJNq6FAqIlYG;anonymous;EN;1;1;2;2;;;;;;;;100;25;100;100;75;100;100;0;0;0;0;582;8435-7789-1562-0009;;;;;;;;;;;;;;;;;;;;100;0;75;100;100;100;100;0;0;0;0;3;1;;;2;They were very lifelike, but their answers came pretty quickly so it was obvious that it was not a person. It's okay I enjoyed the conversation.;100;100;100;100;50;100;50;100;25;0;0;25;75;25;25;75;1;Just basic ones on service sites, etc.;1;;3;;49;4;;582;ai;another person
583;582;582;2023-04-06 16:09:56;2023-04-06 16:47:17;0;100;2240;1;2023-04-06 16:47:19;R_6yWYmFYYAjkAaYh;anonymous;EN;1;1;2;2;;;;;;;;73;50;50;82;50;72;70;0;0;0;0;583;;2.178;503.935;505.402;11;F_2CVB8eWI9U2hoI5;2023-04-06 (1).png;317871;image/png;;;;;;;;;;;;91;50;71;88;74;92;88;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;1;On retail websites;2;;3;;46;1;;583;0;youtube
584;583;583;2023-04-06 16:30:11;2023-04-06 16:53:44;0;100;1412;1;2023-04-06 16:53:45;R_7P8QiaZGgIB3ASB;anonymous;EN;1;1;2;2;36;57;46;54;68;40;61;;;;;;;;20;19;21;25;584;;;;;;;;;;2.876;907.319;908.205;5;26;45;24;55;56;31;56;;;;;;;;14;20;28;15;2;1;1;I just sat and basically meditated for the 15 minutes I sat there.;;;;;;;;;;;;;;;;;;;1;I have talked to bots before with shopping assisting and things like that. ;1;;3;;32;1;;584;0;nothing
585;584;584;2023-04-06 16:35:46;2023-04-06 16:56:03;0;100;1216;1;2023-04-06 16:56:03;R_28AkEicUH6h2pJe;anonymous;EN;1;1;2;2;;;;;;;;74;9;64;90;54;59;82;10;1;0;4;585;3701-1823-3475-5926;;;;;;;;;;;;;;;;;;;;98;0;88;98;100;96;94;2;0;2;0;2;1;;;2;Some of the things they said were repetitive or very 'canned'. It definitely seemed more bot-like than human;85;82;65;97;0;39;12;95;18;0;0;3;71;0;0;44;1;In retail/customer service scenarios, banking customer service;2;;3;;34;4;;585;0;conversational AI companion
586;585;585;2023-04-06 16:34:44;2023-04-06 16:56:03;0;100;1279;1;2023-04-06 16:56:05;R_3p3k3bDqfIONmfj;anonymous;EN;1;1;2;2;;;;;;;;89;20;63;76;57;75;54;79;7;88;96;586;;11.971;383.786;1010.141;8;F_1DuKDnmnrEs8NxV;Screenshot (6).png;587964;image/png;;;;;;;;;;;;91;33;19;79;72;77;71;88;74;88;96;2;1;;;;;;;;;;;;;;;;;;;;;2;;2;;3;;36;3;;586;0;youtube
587;586;586;2023-04-06 16:35:31;2023-04-06 16:58:23;0;100;1371;1;2023-04-06 16:58:25;R_Olq47pXDFwCcD0B;anonymous;EN;1;1;2;2;;;;;;;;81;33;77;77;60;77;76;26;21;22;22;587;;34.4;96.429;582.555;2;F_3PcV6eLGOqHUAPd;Capture.JPG;113845;image/jpeg;;;;;;;;;;;;82;10;82;80;56;82;81;23;18;21;19;2;1;;;;;;;;;;;;;;;;;;;;;2;;1;;3;;64;7;;587;0;youtube
588;587;587;2023-04-06 16:41:24;2023-04-06 16:59:38;0;100;1093;1;2023-04-06 16:59:38;R_31dhcUGrJqB3CRO;anonymous;EN;1;1;2;2;7;21;22;17;73;23;29;;;;;;;;0;0;0;0;588;;;;;;;;;;15.674;324.6;917.756;2;0;18;0;13;11;0;8;;;;;;;;0;0;0;0;3;1;1;I sat at my computer and did nothing;;;;;;;;;;;;;;;;;;;1;Through surveys;2;;3;;28;4;;588;0;nothing
589;588;588;2023-04-06 16:36:53;2023-04-06 17:00:00;0;100;1387;1;2023-04-06 17:00:01;R_3CCQXRqBR1KkB0e;anonymous;EN;1;1;2;2;6;67;11;15;35;16;2;;;;;;;;32;8;19;12;589;;;;;;;;;;8.834;8.834;1003.366;1;4;50;5;28;36;17;6;;;;;;;;7;2;29;27;3;1;1;i did nothing like asked of me for 15 min;;;;;;;;;;;;;;;;;;;1;help bots;1;;3;;34;4;;589;0;nothing
590;589;589;2023-04-06 16:40:49;2023-04-06 17:00:12;0;100;1162;1;2023-04-06 17:00:13;R_ddpb5PpZuX7rg8p;anonymous;EN;1;1;2;2;8;89;10;9;9;12;9;;;;;;;;91;90;89;90;590;;;;;;;;;;8.436;10.693;915.213;2;10;100;88;9;11;12;5;;;;;;;;100;100;100;100;3;1;1;I just sat on the couch and thought about life.;;;;;;;;;;;;;;;;;;;1;I used it when I needed customer service help.;1;;2;;51;4;;590;0;nothing
591;590;590;2023-04-06 16:30:31;2023-04-06 17:01:30;0;100;1858;1;2023-04-06 17:01:30;R_2EhFghDyaP6khhT;anonymous;EN;1;1;2;2;50;50;20;50;90;30;50;;;;;;;;28;28;28;10;591;;;;;;;;;;7.19;912.615;913.17;4;40;50;10;40;50;30;40;;;;;;;;40;30;40;10;2;1;1;I did not interact with anyone or with technology.;;;;;;;;;;;;;;;;;;;1;Ive interacted with customer service chatbots.;2;;3;;42;4;;591;0;nothing
592;591;591;2023-04-06 16:39:03;2023-04-06 17:03:33;0;100;1470;1;2023-04-06 17:03:37;R_tLpaaffICwpYVLb;anonymous;EN;1;1;2;2;;;;;;;;91;29;85;80;85;90;60;14;19;7;17;592;;1.281;365.639;431.562;4;F_3rSVCwc6RPParrL;youtube history screenshot for mturk.zip;442814;application/zip;;;;;;;;;;;;98;13;76;84;96;95;81;10;16;7;14;2;1;;;;;;;;;;;;;;;;;;;;;1;I've used customer service chatbots many times and have used ChatGPT in a few surveys on Mturk.;1;;4;;38;4;;592;0;youtube
593;592;592;2023-04-06 16:37:40;2023-04-06 17:03:41;0;100;1561;1;2023-04-06 17:03:42;R_2EnkI9bC9MHHVaK;anonymous;EN;1;1;2;2;19;91;29;10;10;30;6;;;;;;;;1;20;11;19;593;;;;;;;;;;26.665;26.665;928.044;1;1;77;9;50;2;23;51;;;;;;;;89;91;79;97;3;1;1;Yes. Time went by so slow that it seemed like minutes were hours.;;;;;;;;;;;;;;;;;;;2;;2;;3;;55;3;;593;0;nothing
594;593;593;2023-04-06 16:45:11;2023-04-06 17:03:50;0;100;1119;1;2023-04-06 17:03:51;R_33rN3LjWUUyM6Pt;anonymous;EN;1;1;2;2;51;61;61;20;50;66;25;;;;;;;;3;0;0;0;594;;;;;;;;;;11.307;11.307;955.399;1;34;67;5;21;50;13;18;;;;;;;;0;0;0;0;3;1;1;I just sat here and closed my eyes;;;;;;;;;;;;;;;;;;;1;i have dealt with chatbots on amazon customer service;1;;3;;36;4;;594;0;nothing
595;594;594;2023-04-06 16:38:07;2023-04-06 17:04:04;0;100;1556;1;2023-04-06 17:04:05;R_cASWbho58mUSvLj;anonymous;EN;1;1;2;2;;;;;;;;70;25;70;85;46;95;95;40;34;36;45;595;1285-8044-7835-1424;;;;;;;;;;;;;;;;;;;;57;16;44;60;80;35;90;19;30;10;25;2;1;;;2;I was told I was interacting with a chatbot and the AI I was speaking with interacted in me in a way that was very similar to the way other AI's have conversed with me in the past.;95;94;99;100;47;100;31;100;50;10;13;5;80;19;35;68;1;I have worked on a fair number of projects on mTurk that deal with AI in a similar capacity, more in the training of it however. I have also had customer service interactions with chatbots and used chat gpt a bit lately.;1;;3;;34;4;;595;0;conversational AI companion
596;595;595;2023-04-06 16:41:36;2023-04-06 17:05:48;0;100;1451;1;2023-04-06 17:05:49;R_1HW6XAlGXDIctfH;anonymous;EN;1;1;2;2;;;;;;;;97;30;61;70;82;62;50;6;0;3;0;596;;5.134;102.999;1006.013;3;F_6QizbcjCwM3eq5z;Screenshot 2023-04-06 4.03.27 PM.png;76013;image/png;;;;;;;;;;;;100;50;62;74;72;92;78;0;0;0;0;2;1;;;;;;;;;;;;;;;;;;;;;1;chatbots from Amazon or online banking;1;;3;;52;4;;596;0;youtube
597;596;596;2023-04-06 16:46:57;2023-04-06 17:06:02;0;100;1144;1;2023-04-06 17:06:04;R_2TnFtU7Nfl0AJwq;anonymous;EN;1;1;2;2;;;;;;;;49;49;49;49;50;49;50;49;50;49;49;597;;10.391;1035.539;1036.607;15;F_1fkpqrGu52GI6rr;ss.png;137681;image/png;;;;;;;;;;;;50;49;50;49;49;49;49;51;50;49;49;1;1;;;;;;;;;;;;;;;;;;;;;2;;2;;3;;34;4;;597;0;youtube
598;597;597;2023-04-06 16:40:26;2023-04-06 17:07:11;0;100;1604;1;2023-04-06 17:07:11;R_XzzESmNIZfKv6Wl;anonymous;EN;1;1;2;2;;;;;;;;35;50;18;64;8;30;55;28;22;23;25;598;2203-9569-6774-4373;;;;;;;;;;;;;;;;;;;;76;0;56;75;69;59;71;14;13;14;15;3;1;;;1;I felt unsure between the two but more as though it was a person and somewhat hoped it were. They didn't sound like a bot and they took a small bit of time between replies. What most felt like a robot was restating the same thing. ;65;64;72;85;50;67;54;70;50;38;50;29;79;54;50;50;1;I've interacted with bots on AIM in my youth and bots used on companies sites. ;1;;4;;34;4;;598;ai;another person
599;598;598;2023-04-06 16:43:25;2023-04-06 17:07:45;0;100;1459;1;2023-04-06 17:07:45;R_2EAxY3TWd6pw5EF;anonymous;EN;1;1;2;2;;;;;;;;74;44;90;91;80;82;81;0;0;0;0;599;7686-8200-2993-1621;;;;;;;;;;;;;;;;;;;;82;50;91;73;51;74;73;0;0;0;0;3;1;;;1;It could have been a chatbot but I think it was a person because you said it was a person. They were persistent in talking about me when I really wanted to ask them questions as well. I don't know. You said person so I thought person the whole time.;98;99;65;95;50;50;30;100;70;35;20;30;70;65;19;55;1;I'm not really sure if you would qualify the chatbots that are part of a company's website that you use to try to get help. I'm done that several times but I've never had a full conversation with one.;2;;3;;60;5;;599;ai;another person
600;599;599;2023-04-06 16:37:25;2023-04-06 17:08:44;0;100;1878;1;2023-04-06 17:08:45;R_2Sdm4FP2xvEJbWb;anonymous;EN;1;1;2;2;;;;;;;;60;10;60;80;60;60;60;0;0;0;0;600;0952-9258-0200-7810;;;;;;;;;;;;;;;;;;;;91;0;95;100;90;90;91;0;0;0;0;2;1;;;2;the answers came in too fast and very precise with no spelling mistakes at all. It was perfect.;90;90;95;95;40;95;20;98;50;50;20;90;85;50;50;50;1;I have used chatbots on different company websites especially tours and travels websites.;2;;1;;30;4;;600;ai;another person
601;600;600;2023-04-06 16:39:41;2023-04-06 17:09:27;0;100;1786;1;2023-04-06 17:09:28;R_vYylkC0eAMnKwRH;anonymous;EN;1;1;2;2;;;;;;;;100;10;85;100;90;100;100;90;85;65;85;601;9664-9496-4462-8921;;;;;;;;;;;;;;;;;;;;100;0;100;100;100;100;100;50;50;40;60;3;1;;;2;The chatbot was right on target when answering me and did not have to stop to think of what to say. Jessie was nice and very courteous to me. He repeated some of the things he said previously but changed the words around in a different way.;100;100;100;100;50;100;25;100;50;0;0;70;95;15;0;100;1;When I interact with any institution on the internet, I always get a chatbox that asks questions to help me navigate to the correct place on the site or they will answer my questions if able. ;2;;3;;52;2;;601;0;conversational AI companion
602;601;601;2023-04-06 16:52:44;2023-04-06 17:11:20;0;100;1115;1;2023-04-06 17:11:20;R_2YQbyZLkm77DqRx;anonymous;EN;1;1;2;2;0;100;29;0;11;0;0;;;;;;;;0;0;0;0;602;;;;;;;;;;35.373;35.373;923.096;1;0;100;0;0;7;0;0;;;;;;;;0;0;0;0;2;1;1;I literally did nothing.;;;;;;;;;;;;;;;;;;;1;On various websites.;2;;3;;32;4;;602;0;nothing
603;602;602;2023-04-06 16:44:04;2023-04-06 17:11:22;0;100;1637;1;2023-04-06 17:11:22;R_1i2U1j5X6IFtTk9;anonymous;EN;1;1;2;2;;;;;;;;65;33;100;69;82;73;59;73;83;46;42;603;3793-5426-7354-8684;;;;;;;;;;;;;;;;;;;;89;17;100;100;84;100;78;35;39;22;17;1;1;;;2;It typed a good amount of text pretty fast! It was very efficient at conversation. It seemed to be AI.;100;90;100;100;42;100;19;91;61;46;52;42;61;41;26;90;1;On shopping websites, I do weekly interact for customer service assistance. ;2;;3;;38;4;;603;0;conversational AI companion
604;603;603;2023-04-06 16:42:35;2023-04-06 17:12:26;0;100;1791;1;2023-04-06 17:12:27;R_2E3OxlWokMjYILf;anonymous;EN;1;1;2;2;;;;;;;;58;38;45;67;70;70;70;16;15;16;12;604;2014-9118-6923-5558;;;;;;;;;;;;;;;;;;;;72;4;82;85;88;77;81;4;4;5;4;2;1;;;2;It felt like a human to be honest but was almost more engaged then I think a random person would be so think was a chatbot;82;85;72;73;50;50;50;69;50;12;53;50;69;50;36;52;1;I have with my banks ai chatbot, etc but this chatbot was much better and felt more connected like it really understood everything I said;1;;3;;40;3;;604;0;conversational AI companion
605;604;604;2023-04-06 16:54:13;2023-04-06 17:14:42;0;100;1229;1;2023-04-06 17:14:43;R_1ilovpkQp3iRyLe;anonymous;EN;1;1;2;2;;;;;;;;60;50;64;66;39;82;50;0;1;0;0;605;5198-7806-6657-6125;;;;;;;;;;;;;;;;;;;;50;27;22;50;50;60;50;0;1;0;1;3;1;;;2;I was told that;67;50;57;58;37;50;50;58;39;39;38;20;39;50;43;57;1;It shopping and banking;2;;3;;61;3;;605;0;conversational AI companion
606;605;605;2023-04-06 16:57:00;2023-04-06 17:18:03;0;100;1262;1;2023-04-06 17:18:03;R_xeXmDbfRtKRK26B;anonymous;EN;1;1;2;2;;;;;;;;75;26;79;71;65;65;75;0;0;0;0;606;2707-6832-6389-3275;;;;;;;;;;;;;;;;;;;;71;26;73;73;73;73;72;0;0;0;0;3;1;;;1;The responses were very personal and reactionary to what I was saying. It would have been very surprising if a chatbot could be that intuitive. The responses were very fast though, which made it hard to believe that it was an actual human on the other side.;94;74;74;93;50;75;50;82;50;0;0;0;81;0;0;50;1;I've used chatbots on websites before.;2;;3;;41;4;;606;ai;another person
607;606;606;2023-04-06 16:57:29;2023-04-06 17:19:05;0;100;1295;1;2023-04-06 17:19:05;R_3JayKfjZVwotyiZ;anonymous;EN;1;1;2;2;34;53;67;81;59;60;60;;;;;;;;0;0;1;7;607;;;;;;;;;;3.584;6.852;687.207;5;42;26;71;89;65;78;72;;;;;;;;16;5;2;2;2;1;1;I did not interact or do anything for 15 minutes straight.;;;;;;;;;;;;;;;;;;;1;I have interacted with a chatbot on retail websites.;1;;3;;35;4;;607;0;nothing
608;607;607;2023-04-06 17:01:19;2023-04-06 17:22:38;0;100;1279;1;2023-04-06 17:22:41;R_1msnFiLoZ3KMKYz;anonymous;EN;1;1;2;2;;;;;;;;81;19;73;75;74;77;68;0;0;0;0;608;;37.782;115.802;1045.021;3;F_2uHUKYfvI9XVSlX;youtubehistory15minmturk.png;265111;image/png;;;;;;;;;;;;86;0;82;81;83;78;77;0;0;0;0;3;1;;;;;;;;;;;;;;;;;;;;;1;Just fooling around with bing and chatGPT with silly questions.;1;;3;;29;4;;608;0;youtube
