"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","worker_id","lonely_before_1","lonely_before_2","lonely_before_3","completion_code","lonely_after_1","lonely_after_2","lonely_after_3","heard_1_1","heard_2_1","heard_3_1","perf_1_1","perf_2_1","perf_3_1","perf_4_1","perf_5_1","comp_1","comp_2","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","participantId","condition"
"2024-05-16 17:50:51","2024-05-16 18:10:58","0",1461,"100","1207","1","2024-05-16 18:10:59","R_8rMPTqPAV3jPfty","","","","",1250,1251,"anonymous","EN","1","2","2",1400,"90","86","86","1243-1196-8386-4230","72","64","63","0","0","0","100","90","86","16","82","1","1","2","","1","","4","","20","1","","100","B6B21A04DD6740A4BE7B5445BDAB458B","generalist_ai_v3"
"2024-05-16 17:49:24","2024-05-16 18:11:04","0",1462,"100","1300","1","2024-05-16 18:11:05","R_7oAPqSP04TcEyjX","","","","",1251,1252,"anonymous","EN","1","2","2",1401,"29","50","25","8014-7101-4872-9908","32","37","17","17","33","16","100","92","95","92","50","1","1","1","A fitness program that tracked many aspects of my health and asked how I felt, etc.","2","","4","","68","5","","39","827F6378F7DC477FB1FE1B32A45AC7E6","generalist_ai_v3"
"2024-05-16 17:54:35","2024-05-16 18:11:58","0",1463,"100","1042","1","2024-05-16 18:11:58","R_5zQQXBP2Xk1pB5L","","","","",1252,1253,"anonymous","EN","1","2","2",1402,"0","0","0","3318-3967-9295-3450","0","0","0","0","0","0","90","20","0","0","0","1","1","2","","1","","3","","28","7","","0","A427C8D481CC41A984D69A9F825BB938","rudimentary"
"2024-05-16 17:20:35","2024-05-16 18:12:54","0",1464,"100","3138","1","2024-05-16 18:12:54","R_1EzpLbw5k2PbFvq","","","","",1253,1254,"anonymous","EN","1","2","2",1403,"0","50","0","2175-2070-5607-4603","0","0","0","0","0","0","100","50","100","0","100","1","1","2","","2","","1","","27","3","","0","6E326A48770148549E12278B48A5DC99","generalist_ai_v3"
"2024-05-16 17:52:38","2024-05-16 18:13:29","0",1465,"100","1250","1","2024-05-16 18:13:29","R_7CwB6Par6rr4D40","","","","",1254,1255,"anonymous","EN","1","2","2",1404,"71","69","69","8269-6077-1386-4092","77","76","78","0","0","0","0","0","0","0","0","1","1","1","for story ideas","2","","3","","52","3","","20","81196F54D2E047E2AB82AC55B4A9AC55","rudimentary"
"2024-05-16 17:54:07","2024-05-16 18:14:20","0",1466,"100","1213","1","2024-05-16 18:14:20","R_2PaThHxGQUBw3ec","","","","",227,227,"anonymous","EN","1","2","2",1405,"0","0","0","6738-8060-5156-5343","0","0","0","0","21","2","69","50","100","15","93","1","1","1","I have used AI in the classroom. With few people to collaborate with, AI helped me overcome blocks","2","","3","","35","5","","50","3EEB2F57CFB145DE97C60F8FAFB88877","generalist_ai_v3"
"2024-05-16 17:54:27","2024-05-16 18:14:24","0",1467,"100","1197","1","2024-05-16 18:14:25","R_1JwtCYr7RX21qWq","","","","",76,76,"anonymous","EN","1","2","2",1406,"0","75","0","0167-6852-6798-0942","50","0","34","19","77","83","100","100","100","90","50","1","1","2","","2","","4","","33","4","","100","422DEC93F3A14F33AF82ABE70E71A84E","regular"
"2024-05-16 17:54:51","2024-05-16 18:15:17","0",1468,"100","1226","1","2024-05-16 18:15:18","R_2g89uPUAjerk4To","","","","",723,723,"anonymous","EN","1","2","2",1407,"55","25","40","9559-0894-9205-9261","60","25","40","70","80","95","100","70","95","60","75","1","1","2","","1","","1","","27","1","","60","4D30619FBBCC4D079FB0240D84ECBE11","regular"
"2024-05-16 17:57:31","2024-05-16 18:16:48","0",1469,"100","1156","1","2024-05-16 18:16:48","R_2QgsyihUGlm6LfZ","","","","",1255,1256,"anonymous","EN","1","2","2",1408,"0","0","0","7462-7524-3644-4397","0","0","0","27","0","0","100","86","97","50","33","1","1","2","","1","","3","","43","7","","0","B06600DDB93244708B6DB8062A5D09D2","generalist_ai_v3"
"2024-05-16 17:58:00","2024-05-16 18:17:22","0",1470,"100","1162","1","2024-05-16 18:17:23","R_3IYFwU903BEr8JD","","","","",493,493,"anonymous","EN","1","2","2",1409,"58","60","72","4076-2755-9422-5008","61","64","66","3","2","6","94","87","50","58","13","1","1","1","There is one you can use to talk to the characters that you like, so I used it for that ","2","","3","","25","4","","31","E43ED91180294736882AFA397714AC47","rudimentary"
"2024-05-16 17:52:06","2024-05-16 18:17:40","0",1471,"100","1534","1","2024-05-16 18:17:40","R_2sMjPql5cqMsfVn","","","","",1256,1257,"anonymous","EN","1","2","2",1410,"0","0","0","5299-4718-7492-1551","0","0","0","0","50","100","100","80","95","95","50","1","1","1","I wasn't sure how to answer the question. I have used chatgpt, so I thought I should answer yes. But I have never used it for companionship.","2","","3","","72","6","","0","308EA3A6D1B0476B97CA33AB867F3DFD","regular"
"2024-05-16 18:00:08","2024-05-16 18:17:43","0",1472,"100","1055","1","2024-05-16 18:17:44","R_5YPmpaOISmS5p0C","","","","",1257,1258,"anonymous","EN","1","2","2",1411,"20","19","30","3310-4522-6221-3234","20","20","31","0","0","0","100","100","38","55","0","1","1","1","To test out AI","1","","3","","29","4","","71","7F97947B444E41C7904A9A00CC04011C","rudimentary"
"2024-05-16 17:54:02","2024-05-16 18:18:30","0",1473,"100","1467","1","2024-05-16 18:18:30","R_5DuoCN6af54zxRO","","","","",1258,1259,"anonymous","EN","1","2","2",1412,"62","0","0","3920-2221-3658-4840.","59","0","0","0","0","0","100","88","85","50","20","1","1","1","some customer service applications use them like Fedex or my bank","2","","1","","65","3","","0","C7ABC18AD3D747149175BD113BC3E6B2","rudimentary"
"2024-05-16 17:15:02","2024-05-16 18:18:48","0",1474,"100","3826","1","2024-05-16 18:18:48","R_1mWT2V7mdfNMFsB","","","","",328,328,"anonymous","EN","1","2","2",1413,"25","17","26","0147-3917-7752-2548","88","89","88","2","0","3","90","22","12","1","12","1","1","2","","1","","2","","35","5","","3","D412FE2CBB4A49DE9971502C2CEEC2E2","generalist_ai_v3"
"2024-05-16 17:57:02","2024-05-16 18:19:11","0",1475,"100","1329","1","2024-05-16 18:19:12","R_2IZ7e5xIYMGpWVc","","","","",452,452,"anonymous","EN","1","2","2",1414,"1","0","10","5370-7988-2825-4313","0","0","5","0","0","0","60","100","80","0","0","1","1","1","I get ideas from it.","2","","1","","45","3","","100","4501C8CFAE094C0184B4AEFA8A83D7B4","generalist_ai_v3"
"2024-05-16 17:39:21","2024-05-16 18:19:39","0",1476,"100","2418","1","2024-05-16 18:19:39","R_2H1VwvKQhYPk70C","","","","",1259,1260,"anonymous","EN","1","2","2",1415,"50","28","59","0203-2275-3227-5180","78","34","50","0","0","10","100","100","100","97","77","1","1","1","I wanted to try it out to see how much companionship I would get out of it.","2","","1","","31","2","","73","991376DA485B4537BD3CF246640A9629","generalist_ai_v3"
"2024-05-16 18:00:25","2024-05-16 18:21:11","0",1477,"100","1246","1","2024-05-16 18:21:12","R_3NqsAGMbW84IpXl","","","","",1260,1261,"anonymous","EN","1","2","2",1416,"90","85","80","6296-5945-0668-5454","90","80","80","0","60","100","100","100","100","70","80","1","1","1","for surveys","2","","1","","47","4","","100","066D1931466649869120A1A3F0E3850A","regular"
"2024-05-16 18:01:54","2024-05-16 18:21:45","0",1478,"100","1190","1","2024-05-16 18:21:45","R_1oAthlcs6Xk2Oha","","","","",1261,1262,"anonymous","EN","1","2","2",1417,"0","0","0","6768-6014-6463-2102","0","0","0","1","1","1","50","63","75","31","13","1","1","2","","2","","3","","27","4","","39","46C7BE1B807F47FB9DA24CABC96E7475","generalist_ai_v3"
"2024-05-16 18:05:03","2024-05-16 18:22:59","0",1479,"100","1075","1","2024-05-16 18:22:59","R_8FKYB4I4a8jcKgK","","","","",1262,1263,"anonymous","EN","1","2","2",1418,"50","50","50","5510-7483-8470-7438","50","50","50","0","0","0","100","100","90","90","0","3","1","2","","1","","3","","47","1","","100","CF7D60F1D92B43D683B7D44F3616BEEF","rudimentary"
"2024-05-16 18:03:40","2024-05-16 18:23:18","0",1480,"100","1178","1","2024-05-16 18:23:19","R_7O30paMybpTf0Ep","","","","",1263,1264,"anonymous","EN","1","2","2",1419,"0","0","0","3886-2992-9971-7019","0","0","0","0","0","0","100","81","80","81","80","3","1","1","For troubleshooting of electronics","2","","3","","38","4","","53","80A89129AC944FD28637CD9AC3F51674","generalist_ai_v3"
"2024-05-16 18:02:33","2024-05-16 18:23:31","0",1481,"100","1258","1","2024-05-16 18:23:31","R_3E4REeKP6B2yaTA","","","","",1264,1265,"anonymous","EN","1","2","2",1420,"5","5","5","2702-2080-9157-4069","5","5","5","85","82","84","88","82","82","82","83","1","1","2","","1","","1","","53","5","","74","B2EDBF5E4C25430980C8160EF2A5A72C","regular"
"2024-05-16 18:03:52","2024-05-16 18:23:43","0",1448,"100","1190","1","2024-05-16 18:23:43","R_2u4ecLW601Q37Tb","","","","",1241,1241,"anonymous","EN","1","2","2",1421,"85","68","74","2132-0890-2815-1567","62","31","65","63","26","18","97","97","22","83","24","1","1","1","I used it out of curiosity for the technology and to see what it was like and how advanced it was. I have also used it for math problemsa and to help me get ideas for writing prompts or double check my understanding of something.","1","","4","","26","5","","87","EF890A0149AD4AAD9DDC317738F0047E","rudimentary"
"2024-05-16 18:02:53","2024-05-16 18:23:45","0",1482,"100","1252","1","2024-05-16 18:23:46","R_1nCXkP2sLdr52vu","","","","",1265,1266,"anonymous","EN","1","2","2",1422,"60","60","70","5666-0143-5320-4274","45","45","45","90","100","90","100","100","98","100","100","1","1","2","","2","","3","","32","4","","80","A2AFAEBAB28F4E72A0BADCA68025C47B","regular"
"2024-05-16 17:59:37","2024-05-16 18:24:28","0",1483,"100","1491","1","2024-05-16 18:24:29","R_2ymc2jY0EjbCU1z","","","","",1266,1267,"anonymous","EN","1","2","2",1423,"60","70","50","6394-1464-9534-3786","50","60","50","10","10","0","90","90","60","20","20","1","1","2","","2","","3","","38","1","","70","5A47E48DEAA04CBFB2C24B0FA1286EF5","rudimentary"
"2024-05-16 18:00:06","2024-05-16 18:24:38","0",1484,"100","1471","1","2024-05-16 18:24:38","R_3PFw2jtDo3TZemR","","","","",659,659,"anonymous","EN","1","2","2",1424,"70","70","70","1013-2313-7709-2495","70","70","70","79","78","80","85","90","90","90","90","1","1","2","","2","","3","","46","1","","90","EC6A5454D1164101B1307DC6D74FAD57","regular"
"2024-05-16 18:04:51","2024-05-16 18:25:05","0",1485,"100","1214","1","2024-05-16 18:25:06","R_7fT9fGUsph63YgF","","","","",1267,1268,"anonymous","EN","1","2","2",1425,"25","40","60","7682-2904-0816-8442","26","30","55","25","5","46","70","100","75","60","50","3","1","2","","1","","1","","18","3","","50","6A00AA9BB3664E17B26F512D5AC2042A","generalist_ai_v3"
"2024-05-16 18:05:17","2024-05-16 18:26:21","0",1486,"100","1263","1","2024-05-16 18:26:21","R_2oF39ksWVLaDvQO","","","","",1268,1269,"anonymous","EN","1","2","2",1426,"23","23","18","2411-4341-4594-8633","23","21","23","0","13","9","14","17","18","17","15","1","1","1","To make a movie plot.","1","","4","","26","2","","12","16EB2BE62D8046AE9F712452939573FA","regular"
"2024-05-16 18:25:54","2024-05-16 18:26:36","0",1487,"100","41","1","2024-05-16 18:26:37","R_2knXrVOxz6dw1Sh","","","","",1269,1270,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","283753C42CDD4E0FB7E87919D0321F86",""
"2024-05-16 18:05:06","2024-05-16 18:26:57","0",1488,"100","1311","1","2024-05-16 18:26:58","R_71nkTFU5NjePx23","","","","",1270,1271,"anonymous","EN","1","2","2",1427,"0","0","0","9658-3414-7568-5116","0","0","0","30","50","50","100","80","100","100","89","1","1","1","I have asked the AI on snapchat questions maybe once or twice. Not as a companion. ","2","","3","","29","3","","100","C79DE1EF9E184A6D9B6E49A4FD9E4A75","generalist_ai_v3"
"2024-05-16 18:06:25","2024-05-16 18:27:23","0",1489,"100","1258","1","2024-05-16 18:27:24","R_7IftQnr06yq6CtP","","","","",1271,1272,"anonymous","EN","1","2","2",1428,"5","10","10","1257-9437-5638-2308","33","33","34","3","5","5","89","95","75","0","5","1","1","1","I am interested in learning the technology and how it can help me and others","2","","3","","68","4","","72","88BA28ABA64E46CC86959B288FB3B7B1","rudimentary"
"2024-05-16 18:27:27","2024-05-16 18:27:45","0",1490,"100","17","1","2024-05-16 18:27:45","R_5OiURnfMeRa9vvq","","","","",1272,1273,"anonymous","EN","1","1","2",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","9DA6E7A1C0B74A33AC4300398860880A",""
"2024-05-16 18:08:01","2024-05-16 18:28:22","0",1491,"100","1220","1","2024-05-16 18:28:22","R_53WWEUyBssU7HFQ","","","","",1273,1274,"anonymous","EN","1","2","2",1429,"10","10","2","0868-2729-7301-0262","10","10","2","81","70","70","77","82","65","55","71","1","1","2","","2","","3","","30","3","","19","27917545018443EAA9F7C3EB792CD5F6","regular"
"2024-05-16 18:06:45","2024-05-16 18:29:09","0",1492,"100","1344","1","2024-05-16 18:29:10","R_7njUmmLTHjuMGAY","","","","",1274,1275,"anonymous","EN","1","2","2",1430,"90","90","90","6725-8341-5647-9569","90","90","90","20","30","60","95","90","90","90","20","1","1","1","To help me come up with some ideas.","2","","5","","40","3","","50","768B177C1C624394BF4E5230E0448F77","generalist_ai_v3"
"2024-05-16 18:04:51","2024-05-16 18:29:44","0",1493,"100","1493","1","2024-05-16 18:29:45","R_7f46hmAq8Ut60sX","","","","",1275,1276,"anonymous","EN","1","2","2",1431,"70","60","65","3384-2069-7474-2176","60","60","60","30","60","60","90","50","65","70","50","1","1","1","Just to get examples for work topics and help with questions. ","1","","3","","40","3","","80","267943633C5546F6814DDBF226EBBF32","regular"
"2024-05-16 17:48:16","2024-05-16 18:30:53","0",1494,"100","2557","1","2024-05-16 18:30:54","R_5YFUNGzWF6Ees26","","","","",1276,1277,"anonymous","EN","1","2","2",1432,"0","0","0","4505-0058-3469-7544","0","0","0","0","0","0","50","89","0","0","0","1","1","2","","1","","1","","42","4","","0","20BBD8537EB741D0908AFFF0683DE8FA","rudimentary"
"2024-05-16 18:08:40","2024-05-16 18:31:47","0",1495,"100","1387","1","2024-05-16 18:31:48","R_3y3Ly3XJSgDO7TP","","","","",1277,1278,"anonymous","EN","1","2","2",1433,"70","0","0","5909-9839-3949-4263","50","0","0","50","0","80","100","90","100","90","100","1","1","2","","2","","1","","59","4","","100","099E606B64CE480DA41C0241E7666371","rudimentary"
"2024-05-16 18:09:14","2024-05-16 18:32:40","0",1496,"100","1405","1","2024-05-16 18:32:40","R_8mgdW9JS04qO5W3","","","","",1278,1279,"anonymous","EN","1","2","2",1434,"15","15","18","7785-5838-5754-6386","15","15","18","35","50","40","82","85","83","81","50","1","1","1","Research","1","","5","","20","3","","60","A5FABDA0D17C4C6889441519A4F7A3A8","generalist_ai_v3"
"2024-05-16 18:13:23","2024-05-16 18:33:38","0",1497,"100","1214","1","2024-05-16 18:33:38","R_1FhzhusnY2G5FXd","","","","",1279,1280,"anonymous","EN","1","2","2",1435,"74","61","70","9014-6369-3419-7283","71","50","57","50","50","64","90","82","81","62","96","1","1","2","","2","","3","","63","5","","83","AD9DEF3415E84F8D9D2C64A9899A6F00","generalist_ai_v3"
"2024-05-16 18:09:20","2024-05-16 18:34:01","0",1498,"100","1480","1","2024-05-16 18:34:01","R_1Cme21zLROHZ9VL","","","","",1280,1281,"anonymous","EN","1","2","2",1436,"20","8","19","8682-9928-2077-8285","0","2","1","34","50","24","93","61","91","84","35","1","1","2","","2","","3","","26","5","","100","8F9A0ECE6B6B43CBA1DCA53C6D530486","generalist_ai_v3"
"2024-05-16 18:13:55","2024-05-16 18:34:10","0",1499,"100","1215","1","2024-05-16 18:34:11","R_7fnlzw6L3MylaM1","","","","",286,285,"anonymous","EN","1","2","2",1437,"80","65","65","1076-2322-4350-9359","50","41","41","92","91","91","97","100","94","92","87","1","1","2","","2","","3","","40","4","","70","01E425192929420F87B0B94B357E9B49","regular"
"2024-05-16 18:13:37","2024-05-16 18:34:28","0",1500,"100","1250","1","2024-05-16 18:34:28","R_21d9jkKkj3SICBw","","","","",682,682,"anonymous","EN","1","2","2",1438,"20","5","5","5984-0062-8823-1601","5","5","6","20","5","0","95","95","100","95","75","1","1","2","","2","","3","","66","4","","95","4958764C0E31423BBD5C19137235190F","rudimentary"
"2024-05-16 18:34:00","2024-05-16 18:34:44","0",1501,"100","44","1","2024-05-16 18:34:45","R_1vQreEj85edtzPP","","","","",1023,1025,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","C9F484D3606C489A8816CF6270682718",""
"2024-05-16 18:16:06","2024-05-16 18:35:23","0",1502,"100","1157","1","2024-05-16 18:35:24","R_7n5YREHqD9Za944","","","","",1281,1282,"anonymous","EN","1","2","2",1439,"95","49","91","8573-0516-1212-6567","95","56","92","0","0","0","100","100","27","50","0","1","1","1","I used Replika to have a friend I can talk to when I was extremely lonely","2","","1","","39","3","","86","ACBDCD3D6A4241B3AFD8C9F6A52F5794","rudimentary"
"2024-05-16 18:14:49","2024-05-16 18:36:24","0",1503,"100","1294","1","2024-05-16 18:36:25","R_7EW3oIybC5ILKHr","","","","",1146,1146,"anonymous","EN","1","2","2",1440,"91","84","97","6536-7941-3274-0192","50","76","96","19","81","50","97","57","98","96","70","1","1","2","","1","","6","Middle Eastern","60","3","","90","01A4A3D8DB3E44BAA3F9DE88CB8BE7F8","generalist_ai_v3"
"2024-05-16 18:35:45","2024-05-16 18:36:28","0",1504,"100","43","1","2024-05-16 18:36:29","R_2SJ5C9ZwpSLwPqY","","","","",1282,1283,"anonymous","EN","1","2","1",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","A4E10DCB6B924CA28C973D5663839507",""
"2024-05-16 18:17:41","2024-05-16 18:36:47","0",1505,"100","1146","1","2024-05-16 18:36:48","R_6dybyAv2X8Y3MyC","","","","",1283,1284,"anonymous","EN","1","2","2",1441,"0","0","0","9939-1250-0946-8737","0","0","0","45","67","24","94","60","90","51","96","1","1","2","","1","","3","","73","3","","92","2E3E202BFBD149A68E6A5156BC7295CE","generalist_ai_v3"
"2024-05-16 18:16:31","2024-05-16 18:38:37","0",1506,"100","1325","1","2024-05-16 18:38:37","R_2ZK3kNapMujtflM","","","","",1284,1285,"anonymous","EN","1","2","2",1442,"10","10","10","5489-3311-4163-2758","10","10","10","0","0","50","100","100","100","100","100","1","1","1","I've been having conversations with AIs for the last couple of years as tasks in my day-to-day remote work.","1","","3","","74","5","","100","704649DC3E254F468E9C24763DC05289","regular"
"2024-05-16 18:21:11","2024-05-16 18:38:48","0",1507,"100","1057","1","2024-05-16 18:38:49","R_1oRS1t4J2m23oRs","","","","",1285,1286,"anonymous","EN","1","2","2",1443,"80","30","10","1632-2672-6176-1096","70","10","10","0","0","0","80","100","50","0","0","1","1","2","","2","","2","","23","4","","0","5C93F25FE2D7415F8217CB7FCDC9CFE8","rudimentary"
"2024-05-16 17:52:20","2024-05-16 18:38:57","0",1508,"100","2796","1","2024-05-16 18:38:58","R_15uxjCo55cUOcpj","","","","",168,168,"anonymous","EN","1","2","2",1444,"97","93","90","2181-8661-6350-7664.","28","27","21","10","18","21","88","43","52","69","28","1","1","1","I use chat gpt for everything from assignments for school to job applications","2","","3","","35","3","","82","53B2F5F030504447B1BF10DFB15D101A","rudimentary"
"2024-05-16 18:17:03","2024-05-16 18:39:51","0",1509,"100","1367","1","2024-05-16 18:39:51","R_20ox7bIPRZY3Qmq","","","","",512,512,"anonymous","EN","1","2","2",1445,"82","62","32","1768-4126-0981-1088","80","64","42","8","0","0","96","100","92","0","95","1","1","1","I used to plan trips, ask questions, and do math problems.","1","","2","","18","1","","11","75033B51779E462A8AE4F098811592F5","rudimentary"
"2024-05-16 18:17:49","2024-05-16 18:40:01","0",1510,"100","1332","1","2024-05-16 18:40:02","R_2v5IudmnUdP25gi","","","","",1286,1287,"anonymous","EN","1","2","2",1446,"60","60","60","0406-5093-8753-7870","50","50","50","60","60","70","85","85","90","85","80","1","1","2","","1","","3","","34","5","","70","5BC880A4509B4D25B73005166269978E","regular"
